,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10
gen__A509xA637,2.088939552554896,2.7634222105423984,2.7986385573433843,2.2903179376983003,1.5328745325702366,-0.8280434268929019,-0.3437586420269404,0.09642812439529677,-0.08575899905175507,0.3038640930938153
gen__A509xA661,1.8278066228543397,1.7271505745359572,0.6996053504236361,-0.5723909888727946,-1.341716613027214,1.3454845170337517,0.8603150618965076,-0.3368843525539448,0.39828931906577486,-1.0582079353637295
gen__A509xCM105,1.566548727674563,0.9376756397859983,-0.19979693760407527,-0.571948287795582,0.1639531928289745,-1.1392643167543994,-1.375607181701254,0.8170004778065307,-0.8940174986620454,1.4737469404880916
gen__A509xEP28,1.3057985806195105,0.3953562151497173,-0.24931817193813893,0.38388990803944567,1.1226060593882765,-0.5190949200209867,0.8348637511774439,-1.2000521459337259,1.3760745251716628,-1.0183023381242053
gen__A509xEP31,1.0444531640754968,0.09870958684010893,0.19936451420016335,1.0683344721607153,0.5475210292508527,0.7253933551687225,0.22744014070644925,1.2209702360490018,-1.344432428052076,-0.34996037815407677
gen__A509xEP42,0.7833184050173526,0.04932094219650175,0.7992622717445418,0.9522928572184002,-0.4104199950190598,0.1046132841716627,-0.97837473590168,-0.8012788043431465,0.9043348896863558,1.012868721805368
gen__A509xF7,0.522313746520726,0.24645111310905515,1.1989259691109249,0.18945048487171498,-0.27364844825560886,-0.9600093560568385,0.685486043830031,0.3543562263628009,-0.37962570161422043,-0.8765151959056074
gen__A509xPB60,0.26106730806229067,0.6908011045516194,1.0495626105144722,-0.3808781742196988,0.9586793860524986,0.4135785279927477,-0.29885514187281675,-0.07425247853759911,0.11220510931772902,0.2587986200312209
gen__A509xZ77016,-9.032009628871028e-05,1.3811600442956482,0.0003798173410036987,0.7625001959372899,-0.0005645570568107084,-0.20646201895160704,-1.4821982407662655e-05,0.01903142441152235,-0.004094891192879973,-0.09189863723402314
gen__A637xA661,1.5667203264197562,1.0363112038085318,-0.34966326281909105,-1.7173809308149184,-2.298829181726168,1.965685069258197,1.1623771252614703,-0.43215884447003516,0.29566441913739416,-0.7180323071043403
gen__A637xCM105,1.3056378506498494,0.24705974950032203,-1.2490376987828626,-1.717061350764375,-0.793391800692969,-0.5176790528918754,-1.0760533516097177,0.722290441259928,-1.0043732862932928,1.8133335845524177
gen__A637xEP28,1.0441181982325956,-0.2968972305170657,-1.3000704119276265,-0.7658229748093152,0.16356835590198235,0.10577923202591968,1.130419480100564,-1.3008186964066277,1.2466575344462034,-0.7026320585508683
gen__A637xEP31,0.7835172242229286,-0.5917688954113853,-0.8493138439269952,-0.07589928206352875,-0.41004709904485653,1.3452942535557746,0.5311831563837259,1.1251379583195593,-1.4477658059868441,-0.000304636994794065
gen__A637xEP42,0.5221128865719217,-0.6416855183059811,-0.24984192315446732,-0.1907773883281257,-1.3688443949523008,0.7242966133920096,-0.6725032608267472,-0.8938702903101955,0.809969203088942,1.3680186594234744
gen__A637xF7,0.26113985855743466,-0.44423646289071717,0.1497739924395873,-0.9538397117985697,-1.2329187999692575,-0.34097435146913097,0.9903421484863177,0.26173428861134046,-0.4816437551407277,-0.5246972567096071
gen__A637xPB60,6.286808789657214e-05,0.0002802218697791267,-0.0002577909976861909,-1.5272743081522808,0.00030341637038295416,1.0350082168656247,-0.0019132760817813137,-0.17467650979213922,-0.005133891532991417,0.5894984513844607
gen__A637xZ77016,-0.26098870883363223,0.6908917634293555,-1.0492314258037636,-0.38080234011824055,-0.9576870872021087,0.41369454270745804,0.3012808943845858,-0.07762459348574853,-0.1085549681650788,0.2524591867772935
gen__A661xCM105,1.0445672771661576,-0.19777543612439677,-1.39967013279194,-1.146080322529725,0.43781696059136,-1.8912032408906352,-2.065871563806055,1.1539778240343386,-0.5164144720980564,0.6923082879623893
gen__A661xEP28,0.7834163432292612,-0.7399606194926259,-1.4493420141140023,-0.19078891534297768,1.3966720612960597,-1.2722337484211577,0.14351571086972537,-0.8647665640664084,1.7488496613740943,-1.8037684924013715
gen__A661xEP31,0.5221757051179802,-1.03645993211649,-0.9993876601899695,0.4962479199123024,0.8205107730425142,-0.029087821639468173,-0.45916154653372193,1.5567766861301344,-0.9743344911497915,-1.1328448467713952
gen__A661xEP42,0.2608393328924619,-1.0856728039589616,-0.39998703947002895,0.3818549667102469,-0.137056714347464,-0.6503503502105877,-1.6642090033126995,-0.4617223764581662,1.2918573498675339,0.24171645177767673
gen__A661xF7,0.00014994096082803182,-0.8877383604697596,0.001018763330074799,-0.3803482366794171,0.0007644145602108739,-1.7162406025769534,0.0032053048344517143,0.6935227140443483,0.007561225870317118,-1.6411497003575277
gen__A661xPB60,-0.2609440341358313,-0.444154868564268,-0.15025615717511237,-0.9547689358103252,1.231849364678863,-0.33903952900681356,-0.9907762542180646,0.258687090984696,0.48138948858547753,-0.5270917900501885
gen__A661xZ77016,-0.5223828607048719,0.24670238202580508,-1.1995256671358343,0.1909289242188404,0.2732262081356334,-0.9615302134622191,-0.6884490708117782,0.35702240898759036,0.3809226116960658,-0.8642060170511556
gen__CM105xEP28,0.5223010577013623,-0.9375749347541015,-1.0492359171497991,0.5727139097712046,1.5324697544614816,-0.20657623807544762,1.8073513076503374,-2.0212912498776996,0.44899757025185605,0.07337612480076923
gen__CM105xEP31,0.26123449593302367,-1.2337084401907243,-0.5993994251732858,1.260614852654981,0.9575321913913938,1.0330851095495825,1.2072314719449748,0.40781620102335236,-2.253238229034979,0.764855234948908
gen__CM105xEP42,-5.6028246532551575e-05,-1.283195385712381,0.00018587302770486558,1.1460538059405496,-0.0008691504239138329,0.4127688703945334,0.0005803420470474463,-1.616374846427384,0.0004958154433273044,2.1286095781764844
gen__CM105xF7,-0.2612109063492881,-1.0851288522500357,0.3995389344165497,0.38045769620452763,0.13803870988335545,-0.6483038077607404,1.6602611748678695,-0.4655137023783381,-1.2940040724715443,0.23381048131390597
gen__CM105xPB60,-0.5221782409475924,-0.6420192321396954,0.2493373530114378,-0.1918306767005737,1.3684827658127945,0.7249674185233288,0.6737022037539486,-0.8926816342727835,-0.8118601257915837,1.3541703296224354
gen__CM105xZ77016,-0.783437354144007,0.049605400050555595,-0.7995301711497095,0.9542841514714623,0.4112853519978233,0.10332212124648822,0.9763808719977217,-0.7984556713414979,-0.9139728987766947,1.0199211405162991
gen__EP28xEP31,-0.00020584152490321492,-1.1844403408889073,-8.818897750719073e-05,1.3731801398412409,0.0005803007815385232,1.6558113082687498,-0.0014373115677026999,2.4241693605325634,-8.166905919169309e-05,-0.6130975363635607
gen__EP28xEP42,-0.2607530333574856,-1.233194464695458,0.6001197060089543,1.260041677539533,-0.9573345899865947,1.034098844674713,-1.201775915903419,0.4054487007465806,2.263182726699613,0.7663644039725847
gen__EP28xF7,-0.52222517154489,-1.036736977362016,0.9990308977078195,0.4962805405125224,-0.8216945373018286,-0.029592534477174984,0.4578067958853544,1.558425642892554,0.9640713134971808,-1.1300503022557458
gen__EP28xPB60,-0.7836392423503958,-0.5924311400099818,0.84990822294318,-0.07625833177286974,0.4095829564327935,1.3456667174498635,-0.5328791904366055,1.1245413738208918,1.4500942946508286,-0.0059626567111143456
gen__EP28xZ77016,-1.0443421605160856,0.09908422423273358,-0.20010901141130777,1.0690045421716774,-0.5472257028467654,0.7246272776390925,-0.22886857421978254,1.2212888649610965,1.344998372378818,-0.3434513383538683
gen__EP31xEP42,-0.5221042907062392,-0.9375705850537269,1.049401826653498,0.5730923629337673,-1.5324099041370354,-0.20701250497777005,-1.8073436875568052,-2.020405927495261,-0.4537658231026073,0.07211815689038362
gen__EP31xF7,-0.7834957366940228,-0.7403201465665366,1.4492259645921128,-0.19065471076548085,-1.3962169745363218,-1.2711168370340136,-0.14156828816217945,-0.8641544676740791,-1.7370985188407746,-1.8099412811878632
gen__EP31xPB60,-1.0443753942078235,-0.2962465437301057,1.2998610676682798,-0.7644936541263885,-0.1646027546344171,0.10304296073151,-1.133369237267807,-1.3006084134515967,-1.2595677271314836,-0.6938800868244999
gen__EP31xZ77016,-1.3056448237432705,0.39509663929997596,0.2495723733978135,0.3824004489726672,-1.122130996917096,-0.5177355562529099,-0.8316143454685148,-1.2025311829458474,-1.3653305825816227,-1.0282455963884916
gen__EP42xF7,-1.0444859712016463,-0.197385228983326,1.3996440784347266,-1.1446332249792448,-0.4380448235287504,-1.892539092169137,2.0668011567480544,1.156447996369555,0.5172172119017835,0.6979826649308295
gen__EP42xPB60,-1.3057550633321933,0.2471056885556766,1.2492916406102574,-1.716986709911147,0.7940382779222254,-0.5175012374581226,1.0769934560770222,0.7211049996359329,1.0014483306908883,1.8239365518865045
gen__EP42xZ77016,-1.566499379125867,0.9372391084594459,0.1997070994861009,-0.5734863170178615,-0.1644139181066983,-1.1376257530152736,1.3740421787877075,0.8171482566545538,0.8890573087056047,1.4700661653583713
gen__F7xPB60,-1.5665843319694785,1.0365695103002492,0.3499910246039415,-1.716425509071407,2.299491810601124,1.9651951127422653,-1.1607633163592064,-0.4330332606793833,-0.2880266832301687,-0.7196883941512753
gen__F7xZ77016,-1.8279151607101105,1.7268977135417665,-0.6996949605341987,-0.5733004935490371,1.3410701288224784,1.345708172240923,-0.8608045252067567,-0.3365541739052956,-0.3957439576515126,-1.0610274957043198
gen__PB60xZ77016,-2.088925418680173,2.763411364107445,-2.7985900967827604,2.2901899812124893,-1.5328499590616138,-0.8279050151667529,0.3443924651431327,0.0963828887727322,0.08550219508446834,0.3031324489999482
male__A509,1.0444617541425432,0.9211163812230005,0.6996248867928795,0.45795204500419906,0.2554760651924607,-0.11820048381220542,-0.0431672806527408,0.010590967517415142,0.009219369407616208,-0.03840067881812738
male__A637,0.6527900629885939,-5.646064645105885e-06,-0.6122052956216132,-0.9161072858561692,-0.8622308239144117,0.5913880654304974,0.2956416145123023,-0.09624828078423976,-0.08689756880579941,0.25970545284725455
male__A661,0.2611173863608551,-0.5921513769572423,-0.799592843935259,-0.2289935142172936,0.5748261525653111,-0.9799550723154049,-0.8173923461397348,0.384785397665219,0.34569019630652015,-0.7192908724130815
male__CM105,-0.13055782934217233,-0.8553369074993972,-0.29985055883618367,0.6870489565570254,0.7344899371871557,0.23654391231295746,1.0542512287103165,-0.8977501505457249,-0.8039303233966031,0.9291238148964672
male__EP28,-0.522233089858752,-0.7895437397447259,0.4497723252542278,0.8244497136584209,-0.3832183145841713,0.9461223227110486,-0.30143083924843095,1.3467747885907373,1.2044530076334496,-0.2652394859423409
male__EP31,-0.9139050613378391,-0.39476015901259826,1.012015308077926,8.611175364128462e-05,-1.0538401575562175,-0.4732054843832958,-0.9784738896138265,-1.346924997891696,-1.203940662914122,-0.8649872018776176
male__EP42,-1.3055801378865688,0.3289865226772655,0.9495476061770283,-1.1450354173027513,0.06385984542892555,-1.1825553608808443,1.5059455972042617,0.8982337508866804,0.8025742837660921,1.3306617940585685
male__F7,-1.6972497463397946,1.3817336119210077,-0.17485196796512859,-1.1448630013102221,1.820280969711801,1.6554516424915944,-1.0107839207829816,-0.38479371729233947,-0.3418853204408407,-0.8903579449277974
male__PB60,-2.088925418680173,2.763411364107445,-2.7985900967827604,2.2901899812124893,-1.5328499590616138,-0.8279050151667529,0.3443924651431327,0.0963828887727322,0.08550219508446834,0.3031324489999482
female__A637,2.088939552554896,2.7634222105423984,2.7986385573433843,2.2903179376983003,1.5328745325702366,-0.8280434268929019,-0.3437586420269404,0.09642812439529677,-0.08575899905175507,0.3038640930938153
female__A661,1.697263474637048,1.3817308891722446,0.17497104380227255,-1.1448859598438563,-1.820272897376691,1.6555847931459746,1.011346093578989,-0.38452159851198997,0.3469768691015845,-0.8881201212340349
female__CM105,1.305584618496857,0.32898665105397457,-0.9495015897262927,-1.1450299870298937,-0.0638738824242115,-1.1827155368456366,-1.505844032372342,0.8977562477002659,-0.8049350856844648,1.3264629376676327
female__EP28,0.9139085449456824,-0.394769142403519,-1.0119916287823918,-2.0180854106155444e-06,1.0538290577619502,-0.4730314186229182,0.9790375624495177,-1.3467321640711154,1.2051448228109543,-0.8628316910689191
female__EP31,0.5222349495649051,-0.7895336043534796,-0.44976492081351876,0.8244956205011422,0.3832194390842885,0.9460992409806721,0.3010511821867451,1.3469740884109225,-1.2039705246565766,-0.26627043266698375
female__EP42,0.13055954536191317,-0.8553329692550012,0.2998567858017004,0.6870930470023954,-0.7344891248110613,0.23640245957409348,-1.053937710242384,-0.8980339240479287,0.8026790269471942,0.9316159953409955
female__F7,-0.26111631996440837,-0.5921564164876195,0.7995940857188281,-0.22904102323342107,-0.5748172084497429,-0.9798252259348555,0.8174763337842713,0.3849740997468831,-0.3433603281139979,-0.7215086557388021
female__PB60,-0.6527932663491411,-1.1907395840818694e-05,0.6121797463973462,-0.9161145374705867,0.8622281529045333,0.5913647734800508,-0.29598259455066384,-0.09636485403649765,0.08506859944483704,0.2599726281484431
female__Z77016,-1.044469576283812,0.9211209599380817,-0.6996691158436282,0.4579687881443654,-0.2554767258039064,-0.11821182700164458,0.0429272302915453,0.010634246901011743,-0.00969075672253691,-0.038138904786660655
env__pc95,-1.371450492452896e-05,1.3998964184409295e-05,-3.9014790513061636e-05,-2.1690097115902427e-06,-0.00016965544705433718,-4.75251520801741e-06,-1.2540449523649344e-05,0.0005125633583533823,0.0015318175213338643,6.271643614451505e-05
env__pc96,4.190019980036535e-05,4.23227826875764e-05,-6.816882697552083e-05,-4.6833358445148295e-05,0.0001002943837312706,-7.90792474069504e-05,3.930717194322844e-05,3.278086044177425e-05,-0.0002691599464461907,-0.0003127248382943872
env__pv95,8.08702226785754e-06,2.0089771682676883e-05,-3.591221765718759e-05,5.5180528201501665e-05,-8.654800279648718e-06,7.398856859949236e-05,0.0002040760274610896,-8.059827662678837e-05,-0.0003400673364482561,0.0010915469248320515
env__pv96,-3.1698970040445634e-05,-5.596365415101041e-05,-0.00012017283799263762,-0.00019895521574746813,5.337575131525525e-05,-1.7911614187426427e-05,-0.00045654184411117666,9.931296404581446e-05,-0.0016173192119257281,-0.0007018693624385103
env__ri96,-4.5737471026680675e-06,-2.0447864403830868e-05,0.00026326867313871777,0.00019277705570201162,2.4640112287464277e-05,2.7754808203135678e-05,0.00022569909423052694,-0.0005640589062144222,0.0006947289734859891,-0.00013966916024335483
